id;prsnumber;productcode;productname;qty;uom_name;prs_soh;created_by;created_date;updated_by;updated_date;is_active
6627;205436;65448;CEILLING FAN KCK 28in 220 VOLT, 50 HZ;1.00000;;0.00;NULL;NULL;NULL;NULL;Y
6628;800376;91956;AQUA GALON REFILL;544.00000;;0.00;NULL;NULL;NULL;NULL;Y
6629;205441;65611;WELDING ROD RB Ø 3,2 MM;30.00000;;0.00;NULL;NULL;NULL;NULL;Y
6630;205445;60064;NULL;NULL;NULL;0.00;NULL;NULL;NULL;NULL;Y
6631;EMENT TONASA @50KG/BOX;15;;NULL;NULL;0.00;NULL;NULL;NULL;NULL;Y
6632;205446;63064;HANDLE KEY DOOR 2 SLAG MERK JUPITER;2.00000;;0.00;NULL;NULL;NULL;NULL;Y
6633;205447;50818;NIPPON PAINT MARINE GRAY;3.00000;;0.00;NULL;NULL;NULL;NULL;Y
6634;205457;61551;BRONZE 1.5 in (TIGER BRAND );30.00000;;0.00;NULL;NULL;NULL;NULL;Y
6635;800377;00288;FREIGHT;1.00000;;0.00;NULL;NULL;NULL;NULL;Y
6636;800378;00288;FREIGHT;1.00000;;0.00;NULL;NULL;NULL;NULL;Y
6637;800379;00288;FREIGHT;1.00000;;0.00;NULL;NULL;NULL;NULL;Y
6638;205432;62404;OIL FILTER 8-97204-607-0;10.00000;;0.00;NULL;NULL;NULL;NULL;Y
6639;205477;65444;BIAYA SEWA FORKLIFT;2.00000;;0.00;NULL;NULL;NULL;NULL;Y
6640;502497;61409;RUBBER GASKET FOR RETORT;15.00000;;0.00;NULL;NULL;NULL;NULL;Y
6641;502160;40240;LABELS 603  PORTICELLO SCO 603;9900.00000;;0.00;NULL;NULL;NULL;NULL;Y
6642;700450;91117;LAB GAUN PUTIH;2.00000;;0.00;NULL;NULL;NULL;NULL;Y
6643;205472;61306;TYRE & TUBE 28  X 9 - 15  14PR BRIDGESTONE;2.00000;;0.00;NULL;NULL;NULL;NULL;Y
6644;400177;90043;ID CARD BLANKO WHITE;100.00000;;0.00;NULL;NULL;NULL;NULL;Y
6645;204426;01108;SL/C FOR INSPECTION & REPAIR OF  ELECTRIC FORKLIFT KOMATSU FB20iPX- 2;1.00000;;0.00;NULL;NULL;NULL;NULL;Y
6646;502529;20026;EMPTY CANS 307 x 112E CAN BODY GOLD (for GEISHA);332900.00000;;0.00;NULL;NULL;NULL;NULL;Y
6647;205514;61667;ELBOW SS 2in WELDED TYPE SCH 40;5.00000;;0.00;NULL;NULL;NULL;NULL;Y
6648;800400;00288;FREIGHT;1.00000;;0.00;NULL;NULL;NULL;NULL;Y
6649;205839;60156;BALL BEARING 6207 SKF 2RSI;4.00000;;0.00;NULL;NULL;NULL;NULL;Y
6650;205515;65470;S/S BOLT WITH NUT & RING 8 MM X 1,5in;6.00000;;0.00;NULL;NULL;NULL;NULL;Y
6651;205523;63473;S/S PIPE 304 SCH 40, 3in Ø;1.00000;;0.00;NULL;NULL;NULL;NULL;Y
6652;205490;02083;SL/C TOOLS FOR FABRICATION CANOPY DEPAN POS GUARD;1.00000;;0.00;NULL;NULL;NULL;NULL;Y
6653;205491;61616;PIPE 1,5in X 6 MTR ( BESI HOLLOW TEBAL 2MM );20.00000;;0.00;NULL;NULL;NULL;NULL;Y
6654;502502;30160;CARTON PRINTING 06 PREMIUM TCB 603;9000.00000;;0.00;NULL;NULL;NULL;NULL;Y
6655;502504;30108;"CARTON PRINTING 04; 603 DUET YCB";6048.00000;;0.00;NULL;NULL;NULL;NULL;Y
6656;502508;30136;CARTON PRINTING 04 FRABELLE SCB 603;650.00000;;0.00;NULL;NULL;NULL;NULL;Y
6657;502509;30194;CARTON PRINTING 04 LAGUNA SCB 603;3300.00000;;0.00;NULL;NULL;NULL;NULL;Y
6658;502511;30307;CARTON PRINTING 04 TOP SELLER SCB 603;3300.00000;;0.00;NULL;NULL;NULL;NULL;Y
6659;502512;30310;CARTON PRINTING 04 TOP SELLER SCO 603;4950.00000;;0.00;NULL;NULL;NULL;NULL;Y
6660;502514;30309;CARTON PRINTING 04 DONZELA SCO OLIVE 603;3300.00000;;0.00;NULL;NULL;NULL;NULL;Y
6661;502515;30259;CARTON PRINTING 04 DALMOR SCO 603;1650.00000;;0.00;NULL;NULL;NULL;NULL;Y
6662;502516;30301;CARTON PRINTING 04 ATLANTIK SCO 603;1650.00000;;0.00;NULL;NULL;NULL;NULL;Y
6663;502517;30135;CARTON PRINTING EXCELSIOR SCO 603;1650.00000;;0.00;NULL;NULL;NULL;NULL;Y
6664;502518;30311;CARTON PRINTING 04 LAGUNA SCO 603;1650.00000;;0.00;NULL;NULL;NULL;NULL;Y
6665;502519;30312;CARTON PRINTING 04 BLUE MOON SFO 603;3330.00000;;0.00;NULL;NULL;NULL;NULL;Y
6666;502520;30313;CARTON PRINTING 04 DONZELA YSO OLIVE 603;9900.00000;;0.00;NULL;NULL;NULL;NULL;Y
6667;400179;90377;PEMASANGAN PABX PANASONIC KX TDA 1000 XP;1.00000;;0.00;NULL;NULL;NULL;NULL;Y
6668;205444;02079;SL/C FOR RENOATION OF SECURITY BUILDING;1.00000;;0.00;NULL;NULL;NULL;NULL;Y
6671;205522;62180;AIR CONDITIONER (AC) LG BRAND 2 PK 220 VOLTS 50 HERTZ;1.00000;;0.00;NULL;NULL;NULL;NULL;Y
6672;205528;50125;NULL;NULL;NULL;0.00;NULL;NULL;NULL;NULL;Y
6673;NDUSTRIAL SALT @50 KGS/BAG;200;;NULL;NULL;0.00;NULL;NULL;NULL;NULL;Y
6674;502539;90597;CATRIDGE HP DESKJET 2060 WARNA;24.00000;;0.00;NULL;NULL;NULL;NULL;Y
6675;502339;90596;CATRIDGE HP DESKJET 2060 BLACK;24.00000;;0.00;NULL;NULL;NULL;NULL;Y
6676;700454;90663;MOUSE KOMPUTER (MERK LOGITECH);2.00000;;0.00;NULL;NULL;NULL;NULL;Y
6677;502536;90006;BINDER CLIPS, 107 (SMALL);30.00000;;0.00;NULL;NULL;NULL;NULL;Y
6678;700455;90068;PUNCHER BIG;1.00000;;0.00;NULL;NULL;NULL;NULL;Y
6679;205481;64197;RODA ARTCO (TYRE+TUBE+VELK);6.00000;;0.00;NULL;NULL;NULL;NULL;Y
6680;502354;10023;PALM OIL;2000.00000;;0.00;NULL;NULL;NULL;NULL;Y
6681;205533;65629;EXHAUST FAN 100 CM;3.00000;;0.00;NULL;NULL;NULL;NULL;Y
6682;205544;02085;SL/C FOR JASA GENERAL OVERHOUL & FABRIKASI KOMPONEN BLOCK CYL. FORKLIFT TOYOTA;1.00000;;0.00;NULL;NULL;NULL;NULL;Y
6683;205545;65520;TRANSPORTASI AND CONSUMABLE GOODS;1.00000;;0.00;NULL;NULL;NULL;NULL;Y
6684;205546;65479;GASKET  04111-20420-71;1.00000;;0.00;NULL;NULL;NULL;NULL;N
6685;205510;65571;AIR REGULATOR  HERMASA;4.00000;;0.00;NULL;NULL;NULL;NULL;Y
6686;502342;50566;SHRINK WARP PLASTIC PLAIN 3 tin POF;108800.00000;;0.00;NULL;NULL;NULL;NULL;Y
6687;502484;42000;LABELS 603 - FRABELLE SCB;3900.00000;;0.00;NULL;NULL;NULL;NULL;Y
6688;205511;65681;ELM. MOUNTING KIT (PN. 2901 0231 00);1.00000;;0.00;NULL;NULL;NULL;NULL;Y
6689;205211;00250;SL/C FOR RECONDITION JOK FORKLIFT;2.00000;;0.00;NULL;NULL;NULL;NULL;Y
6690;205474;65052;BRIDGESTONE R623 165R13 X 8PR ( TYRE TUBELES );2.00000;;0.00;NULL;NULL;NULL;NULL;Y
6691;700031;91262;SPG CLOTH UNIFORM MALE;52.00000;;0.00;NULL;NULL;NULL;NULL;Y
6692;502351;90812;PAPER HVS KWARTO;70.00000;;0.00;NULL;NULL;NULL;NULL;Y
6693;800375;90732;NAME CARD;10.00000;;0.00;NULL;NULL;NULL;NULL;Y
6694;205501;65454;IPHONE SINGLE LINE;37.00000;;0.00;NULL;NULL;NULL;NULL;Y
6695;205534;69983;PLATE BORDES S/S 2 MM X 120 X 240CM;4.00000;;0.00;NULL;NULL;NULL;NULL;Y
6696;502149;40238;LABELS 603 TOP SELLER SCB 603;19800.00000;;0.00;NULL;NULL;NULL;NULL;Y
6697;502606;40490;LABELS 603 - ADRIA GOLD YSO;9600.00000;;0.00;NULL;NULL;NULL;NULL;Y
6698;800391;00288;FREIGHT;1.00000;;0.00;NULL;NULL;NULL;NULL;Y
6699;800392;00288;FREIGHT;1.00000;;0.00;NULL;NULL;NULL;NULL;Y
6700;205697;63633;PISAU HAMMER MEAL;48.00000;;0.00;NULL;NULL;NULL;NULL;Y
6701;205696;80001;DIESEL - BOILER & GENSET;8000.00000;;0.00;NULL;NULL;NULL;NULL;Y
6702;700461;50071;HOSE (SELANG) 3/4in;100.00000;;0.00;NULL;NULL;NULL;NULL;Y
6703;205548;64980;CHAIN SS  RS60;1.00000;;0.00;NULL;NULL;NULL;NULL;Y
6704;900326;10013;MSG;3.00000;;0.00;NULL;NULL;NULL;NULL;Y
6705;900327;10013;MSG;6.50000;;0.00;NULL;NULL;NULL;NULL;Y
6706;900328;10014;GARLIC/BAWANG PUTIH;4.50000;;0.00;NULL;NULL;NULL;NULL;Y
6707;400494;50038;KABEL ETERNA NYYHYO 2X0,75;7.00000;;0.00;NULL;NULL;NULL;NULL;Y
6708;205547;02086;SL/C FOR FABRICATION DRIVE GEAR SPIRAL ANGELUS;1.00000;;0.00;NULL;NULL;NULL;NULL;Y
6711;205575;63581;ELBOW SS 1in WELDED TYPE SCH 40;10.00000;;0.00;NULL;NULL;NULL;NULL;Y
6712;502617;40242;LABELS 603 TOP SELLER SCO 603;3500.00000;;0.00;NULL;NULL;NULL;NULL;Y
6713;400491;91202;STAVOL MATSUNAGA 2500 VA;1.00000;;0.00;NULL;NULL;NULL;NULL;Y
6714;400496;90282;UPS ICA 1200VA 602B;3.00000;;0.00;NULL;NULL;NULL;NULL;Y
6715;205148;50078;COAL ( CRUSHED );2500.00000;;0.00;NULL;NULL;NULL;NULL;Y
6716;205700;90153;HP LASERJET P 1006 TONER INK 35A;2.00000;;0.00;NULL;NULL;NULL;NULL;Y
6717;502592;90533;ENVELOPE WITH LETTER HEAD;5.00000;;0.00;NULL;NULL;NULL;NULL;Y
6718;900325;90144;RETORT PROCESS CONTROL REPORT;10.00000;;0.00;NULL;NULL;NULL;NULL;Y
6719;205679;65567;AUTO BREAKER MITSUBISHI NF 400 - CW 400 A, 380 VOLT, 3 PHASE, 50 HZ;2.00000;;0.00;NULL;NULL;NULL;NULL;Y
6720;205678;02103;SL/C TOOLS & MATERIAL FOR REWINDING ELECTRO MOTOR BUTCHERING CONVEYOR RECEIVING;1.00000;;0.00;NULL;NULL;NULL;NULL;Y
6721;800394;00288;FREIGHT;1.00000;;0.00;NULL;NULL;NULL;NULL;Y
6722;800395;00288;FREIGHT;1.00000;;0.00;NULL;NULL;NULL;NULL;Y
6723;502621;30062;CARTON 307 HOODED OCEAN STEAMER SSO OTTO-FRANK;16533.00000;;0.00;NULL;NULL;NULL;NULL;Y
6724;205741;80001;DIESEL - BOILER & GENSET;8000.00000;;0.00;NULL;NULL;NULL;NULL;Y
6725;502620;41059;LABELS 603 - NO 1 YNOC;4800.00000;;0.00;NULL;NULL;NULL;NULL;Y
6726;502608;92007;BALLPOINT SNOWMAN;50.00000;;0.00;NULL;NULL;NULL;NULL;Y
6727;502616;90530;COMPUTER FORM 9 1/2 X 11 3 PLY;10.00000;;0.00;NULL;NULL;NULL;NULL;Y
6728;205726;65595;CLIPS CABLE IPHONE;4.00000;;0.00;NULL;NULL;NULL;NULL;Y
6729;205353;60236;RUBBER BOLT FLANGE COUPLING (INSDE=16MM OUTSIDE=30MM LEBAR=18MM);32.00000;;0.00;NULL;NULL;NULL;NULL;Y
6730;204710;01972;SL/C & MATERIAL FOR INSTALLATION OF ELEVATOR FOR INGREDIENTS FROM 2ND FLOOR QA TO LOCAL AREA GROUND FLOOR;1.00000;;0.00;NULL;NULL;NULL;NULL;Y
6731;502632;30001;CARTONS 603 BROWN;33000.00000;;0.00;NULL;NULL;NULL;NULL;Y
6732;400500;90842;TOPI PUTIH PAKAI LOGO P2K3, P3K;60.00000;;0.00;NULL;NULL;NULL;NULL;Y
6733;205591;02088;SL/C & MATERIAL FOR FABRICATION + INSTALLATION ALUMINUM DOOR FOR STAFF HOUSE;1.00000;;0.00;NULL;NULL;NULL;NULL;Y
6734;800387;99847;MEJA MEETING;1.00000;;0.00;NULL;NULL;NULL;NULL;Y
6735;205763;65341;BALL BEARING SKF 6002 Z;6.00000;;0.00;NULL;NULL;NULL;NULL;Y
6736;205579;65533;CONDUIT FITTING FOR CABLE Ø 14 MM;10.00000;;0.00;NULL;NULL;NULL;NULL;Y
6737;205762;64008;MAGNETIC SWITCH COIL 220 VOLT, 50HZ 3,4 - 5,5 A, SW - OP/3H;5.00000;;0.00;NULL;NULL;NULL;NULL;Y
6738;205749;65454;IPHONE SINGLE LINE;6.00000;;0.00;NULL;NULL;NULL;NULL;Y
6739;400487;99948;Projector SVGA  EPSON EB-S9, Lumens 2500 ANSI;1.00000;;0.00;NULL;NULL;NULL;NULL;Y
6740;400493;90386;BRACKET FOR LCD 42  INCHI;1.00000;;0.00;NULL;NULL;NULL;NULL;Y
6741;400502;91148;PANEL BOX  30X40X20;2.00000;;0.00;NULL;NULL;NULL;NULL;Y
6742;400503;50292;WASTAFEL;2.00000;;0.00;NULL;NULL;NULL;NULL;Y
6743;205771;02121;SL/C TOOLS & MATERIAL FOR REPAIR/SERVICE AVR HERMASA;1.00000;;0.00;NULL;NULL;NULL;NULL;Y
6744;502637;51458;DETERGENT SURF;300.00000;;0.00;NULL;NULL;NULL;NULL;Y
6745;502152;40242;LABELS 603 TOP SELLER SCO 603;29700.00000;;0.00;NULL;NULL;NULL;NULL;Y
6746;205554;80001;DIESEL - BOILER & GENSET;8000.00000;;0.00;NULL;NULL;NULL;NULL;Y
6749;205539;65528;PVC ELECTRICAL PIPE WHITE COLOR  Ø 1,5in X 4 MTR;12.00000;;0.00;NULL;NULL;NULL;NULL;Y
6750;205527;60022;SELANG BENANG 3/4in;5.00000;;0.00;NULL;NULL;NULL;NULL;Y
6751;205531;65635;HOSE CLAMP 3in SS;6.00000;;0.00;NULL;NULL;NULL;NULL;Y
6752;205532;60022;SELANG BENANG 3/4in;15.00000;;0.00;NULL;NULL;NULL;NULL;Y
6753;800032;91956;AQUA GALON REFILL;520.00000;;0.00;NULL;NULL;NULL;NULL;Y
6754;502345;52346;MASKER KAIN GOOD QUALITY;1000.00000;;0.00;NULL;NULL;NULL;NULL;Y
6755;205512;65688;FAN GUARD (PN. 1613 7455 00);1.00000;;0.00;NULL;NULL;NULL;NULL;Y
6756;205486;00673;SL/C FOR REWINDING ELECTRO MOTOR EXHAUST FAN RECEIVING 10 HP & GANTI BEARING;1.00000;;0.00;NULL;NULL;NULL;NULL;Y
6757;205494;65539;VARIABLE BELT (MULTI SPEED  2926 V 666);2.00000;;0.00;NULL;NULL;NULL;NULL;Y
6758;502498;61409;RUBBER GASKET FOR RETORT;6.00000;;0.00;NULL;NULL;NULL;NULL;Y
6759;205476;61729;MCB LG 20 AMP 220 VOLT, 50 HZ;3.00000;;0.00;NULL;NULL;NULL;NULL;Y
6760;205541;69893;BALON LAMPU XL 80 WATT 220 VOLT PHILIPS  TORNADO;5.00000;;0.00;NULL;NULL;NULL;NULL;Y
6761;205555;69893;BALON LAMPU XL 80 WATT 220 VOLT PHILIPS  TORNADO;2.00000;;0.00;NULL;NULL;NULL;NULL;Y
6762;205431;65405;HORISONTAL BELT (P/N : 02 06 017 00001);1.00000;PCS;0.00;NULL;NULL;NULL;NULL;Y
6763;205508;69956;STOP CONTAC INBOW BROCO;5.00000;;0.00;NULL;NULL;NULL;NULL;Y
6764;205507;63496;WALL FAN CKE 220 VOLT, 50HZ, Ø 30in;2.00000;;0.00;NULL;NULL;NULL;NULL;Y
6765;800034;00288;FREIGHT;1.00000;;0.00;NULL;NULL;NULL;NULL;Y
6766;205521;69973;OIL RORED MESRAN SAE 140 (PERTAMINA);1.00000;;0.00;NULL;NULL;NULL;NULL;Y
6767;205180;02047;SL/C FOR FABRICATION FEED POCKED;7.00000;;0.00;NULL;NULL;NULL;NULL;Y
6768;502362;51457;KAWAT GOSOK (STEEL WOOL);300.00000;;0.00;NULL;NULL;NULL;NULL;Y
6769;205585;65369;TERPAL PLASTIC CAP GAJA, 8MTR X 12MTR;1.00000;;0.00;NULL;NULL;NULL;NULL;Y
6770;502352;50001;NULL;NULL;NULL;0.00;NULL;NULL;NULL;NULL;Y
6771;CETONE @ 200 LTR;400;;NULL;NULL;0.00;NULL;NULL;NULL;NULL;Y
6772;502368;30003;CARTONS 603 WHITE;33000.00000;;0.00;NULL;NULL;NULL;NULL;Y
6773;502154;40023;LABELS 603 - EXCELSIOR SCO;19800.00000;;0.00;NULL;NULL;NULL;NULL;Y
6774;502167;40231;LABELS 603 - ZAMZAM SCO (UV COATED);11200.00000;;0.00;NULL;NULL;NULL;NULL;Y
6775;205440;02078;SL/C FOR FABRICATION RAK IM LABELLING;1.00000;;0.00;NULL;NULL;NULL;NULL;Y
6776;205580;65536;KOMPOR GAS MERK HOCK  2 TUNGKU;1.00000;;0.00;NULL;NULL;NULL;NULL;Y
6777;205518;65471;BALL VALVE S/S Ø 2in FULL BORE 3 PC TYPE;2.00000;;0.00;NULL;NULL;NULL;NULL;Y
6778;205525;65867;NEPPLE SS 1 1/4in;2.00000;;0.00;NULL;NULL;NULL;NULL;Y
6779;502367;41033;LABELS 603 - HORECA SSO;9468.00000;;0.00;NULL;NULL;NULL;NULL;Y
6780;502363;02043;BIAYA PENGAWALAN TRANSFER STOCK FINISH GOOD;30.00000;;0.00;NULL;NULL;NULL;NULL;Y
6781;205603;65583;COAL, FINE CONTENT 10%, COAL SIZE: 0 , 50 MM, ASH CONTENT: 3 TO 15 MAX;520.00000;;0.00;NULL;NULL;NULL;NULL;Y
6782;205569;60522;CUTTING WHEEL (RESIBON BRAND) 4in;60.00000;;0.00;NULL;NULL;NULL;NULL;Y
6783;205570;61200;TANG RIVET GOOD QUALITY;2.00000;;0.00;NULL;NULL;NULL;NULL;Y
6784;205571;61086;MATA KRAN LEHER ANGSA (FOR WASTAFEL);3.00000;;0.00;NULL;NULL;NULL;NULL;Y
6787;205024;65088;TANGBUAYA;1.00000;;0.00;NULL;NULL;NULL;NULL;Y
6788;205526;62128;ELBOW GI 1in DRAT;5.00000;;0.00;NULL;NULL;NULL;NULL;Y
6789;205588;65523;CM-HOSE STK   5P-1268;12.00000;;0.00;NULL;NULL;NULL;NULL;Y
6790;205538;61431;ACRYLIC PLASTIC 1,2 X 2,4 X 3 MM;5.00000;;0.00;NULL;NULL;NULL;NULL;Y
6791;205597;60103;OXYGEN REFILLING;5.00000;;0.00;NULL;NULL;NULL;NULL;Y
6792;502380;40079;LABELS 603 - RSI GOLD YCB;9072.00000;;0.00;NULL;NULL;NULL;NULL;Y
6793;205573;62791;SAND PAPER NO 100;5.00000;;0.00;NULL;NULL;NULL;NULL;Y
6794;205581;69808;PAKU BETON 2,5in;1.00000;;0.00;NULL;NULL;NULL;NULL;Y
6795;502359;63286;INDIAN GASKET SERLAC;10.00000;;0.00;NULL;NULL;NULL;NULL;Y
6796;205587;00574;SLC FOR SERVICE BERKALA TOYOTA INNOVA  DB 2116 CA;1.00000;;0.00;NULL;NULL;NULL;NULL;Y
6797;205576;61441;BALL BEARING SKF 6307;4.00000;;0.00;NULL;NULL;NULL;NULL;Y
6798;205540;64596;LAMPU SOROT 100 WATT, 220 VOLT ( LAMPU TANAM ) TYPE LED;12.00000;;0.00;NULL;NULL;NULL;NULL;Y
6799;205594;02089;SL/C FOR FABRICATION COVER CAN WASHER 307 LOCAL LINE;1.00000;;0.00;NULL;NULL;NULL;NULL;Y
6802;502355;90117;KAOS OBLONG PUTIH;300.00000;;0.00;NULL;NULL;NULL;NULL;Y
6803;502357;90839;KAOS OBLONG MERAH;50.00000;;0.00;NULL;NULL;NULL;NULL;Y
6804;502356;90840;KAOS OBLONG BIRU;100.00000;;0.00;NULL;NULL;NULL;NULL;Y
6805;502153;40237;LABELS 603 - ATLANTIK SCO;9900.00000;;0.00;NULL;NULL;NULL;NULL;Y
6806;502534;40609;LABELS 603 LAGUNA SCO;9900.00000;;0.00;NULL;NULL;NULL;NULL;Y
6807;204692;01959;SL/C FOR LAYERING SIKA FLOOR FOR PROPOSED LOCAL PRODUCT LINE;1.00000;;0.00;NULL;NULL;NULL;NULL;Y
6808;205583;65701;S/S TEE THREADED, 1inØ;3.00000;;0.00;NULL;NULL;NULL;NULL;Y
6809;205361;65815;VAN BELT  A 45;2.00000;;0.00;NULL;NULL;NULL;NULL;Y
6810;205466;65570;PULLY 4in TYPE A 1 ALUR;1.00000;;0.00;NULL;NULL;NULL;NULL;Y
6811;205567;65572;Y BEARING FLANGE TYPE BEARING WITH CAST HOUSING SPECS : DESIGNATION FY 1,1/2 TF ID = 1 1/2in Ø HOUSING = FY 508M  Y BEARING : YAR 208 - 109 - 2F;2.00000;;0.00;NULL;NULL;NULL;NULL;Y
6812;204898;60120;SELECTOR SWITCH;3.00000;;0.00;NULL;NULL;NULL;NULL;Y
6813;800383;00288;FREIGHT;1.00000;;0.00;NULL;NULL;NULL;NULL;Y
6816;205602;02090;SL/C FOR RECONDITION STAR TUNAPACK  (CAN TURRET) HERMASA 603;2.00000;;0.00;NULL;NULL;NULL;NULL;Y
6817;502379;40291;STICKER POLE & LINE UNLABELLED;5500.00000;;0.00;NULL;NULL;NULL;NULL;Y
6818;205617;64938;AMONIAK ( NH3 );300.00000;;0.00;NULL;NULL;NULL;NULL;Y
6819;800385;00288;FREIGHT;1.00000;;0.00;NULL;NULL;NULL;NULL;Y
6820;205598;62588;LAMPU WATER PROOF 2 X 36 WATT, 220 VOLT  PHILIPS ZETALUX;5.00000;;0.00;NULL;NULL;NULL;NULL;Y
6823;205608;63223;ELEMENT HEATER POWER PLATE 1500W;4.00000;;0.00;NULL;NULL;NULL;NULL;Y
6824;205568;02087;SL/C TOOLS & MATERIAL FOR REWINDING ELECTRO MOTOR AIR COMPRESSOR DEFROSTING COLD STORAGE & GANTI BEARING;1.00000;;0.00;NULL;NULL;NULL;NULL;Y
6825;205542;60467;TILES (WHITE) 30X30CM;2.00000;;0.00;NULL;NULL;NULL;NULL;Y
6826;205550;60880;TILES 30CM  X 30CM (WHITE COLOR);2.00000;;0.00;NULL;NULL;NULL;NULL;Y
6827;502569;30047;CARTON PRINTING 06 RSI GOLD YCV 603;1512.00000;;0.00;NULL;NULL;NULL;NULL;Y
6828;502369;30316;CARTON PRINTING 04 OCEAN SCO 603;3300.00000;;0.00;NULL;NULL;NULL;NULL;Y
6829;502371;30121;CARTON PRINTING 04 PEDRO SCO 603;1650.00000;;0.00;NULL;NULL;NULL;NULL;Y
6830;502375;30219;CARTON PRINTING 04 365 BRAND SCO 307;6800.00000;;0.00;NULL;NULL;NULL;NULL;Y
6831;502370;30102;CARTON PRINTING 04 PORTICELLO SCO 603;1650.00000;;0.00;NULL;NULL;NULL;NULL;Y
6832;502376;30317;CARTON PRINTING 04 DEEPBLUE 307;4550.00000;;0.00;NULL;NULL;NULL;NULL;Y
6833;502373;30257;CARTON PRINTING 04 CLOVERLEAV SCO 603;1600.00000;;0.00;NULL;NULL;NULL;NULL;Y
6834;502374;30035;CARTON PRINTING 04 UNLABEL LINDA SFO 603;1650.00000;;0.00;NULL;NULL;NULL;NULL;Y
6835;502372;30135;CARTON PRINTING EXCELSIOR SCO 603;1650.00000;;0.00;NULL;NULL;NULL;NULL;Y
6836;502360;30001;CARTONS 603 BROWN;24000.00000;;0.00;NULL;NULL;NULL;NULL;Y
6837;400184;99861;TABUNG PEMADAM  4,5 KG;6.00000;;0.00;NULL;NULL;NULL;NULL;Y
6838;205427;65374;TILES 60CM  X 60CM (CREAM COLOR );10.00000;;0.00;NULL;NULL;NULL;NULL;Y
6839;205564;60234;ANGLE BAR 5CM X 5CM X 5 MM  X 6 MTRS;3.00000;;0.00;NULL;NULL;NULL;NULL;Y
6840;204779;65041;PAHAT BUBUT BOHLER HSS 3/4in X 6in;1.00000;;0.00;NULL;NULL;NULL;NULL;Y
6841;204704;01966;SL/C & MATERIAL FOR INSTALL DOOR JAMB ALUMINIUM DOOR 90CM X 210CM ( FOR QA LINE);3.00000;;0.00;NULL;NULL;NULL;NULL;Y
6842;700458;00965;SLC FOR REPAIR  AND CLEANING VERTICAL BLIND;1.00000;;0.00;NULL;NULL;NULL;NULL;Y
6843;205628;61220;PACKING SHEET FOR STEAM & AMONIA JW T=3MM (WIRE);1.00000;;0.00;NULL;NULL;NULL;NULL;Y
6844;205622;02094;SL/C TOOLS & MATERIAL FOR REPAIR TOILET STAFF HOUSE ( USING SIKA );2.00000;;0.00;NULL;NULL;NULL;NULL;Y
6845;205634;65914;TRIPLEX 12MM X 120CM X 240CM ( GOOD QUALITY);10.00000;;0.00;NULL;NULL;NULL;NULL;Y
6846;400486;52426;PENGISIAN TABUNG PEMADAM KEBAKARAN;1.00000;;0.00;NULL;NULL;NULL;NULL;Y
6849;205584;69740;ELBOW PVC 1/2in;10.00000;;0.00;NULL;NULL;NULL;NULL;Y
6850;205606;65135;NULL;NULL;NULL;0.00;NULL;NULL;NULL;NULL;Y
6851;AKU RIVETS 4.8MM @ 500PCS/BOX;10;;NULL;NULL;0.00;NULL;NULL;NULL;NULL;Y
6852;400159;91335;BUKU SAKU PKB & TATA TERTIB PT SPFI;200.00000;;0.00;NULL;NULL;NULL;NULL;Y
6853;205706;62454;SHOVEL / SKOP;6.00000;;0.00;NULL;NULL;NULL;NULL;Y
6854;205711;68913;GI PIPE ISTW 2.5in X 6 MTR SCH;1.00000;;0.00;NULL;NULL;NULL;NULL;Y
6855;205747;65712;PLASTIC TAPE (BLUE) FOR INSULATION PIPA;50.00000;;0.00;NULL;NULL;NULL;NULL;Y
6856;205559;01896;SL/C  TOOLS & MATERIAL FOR RECONDITION PNEUMATIC VALVE RETORT MACHINE;2.00000;;0.00;NULL;NULL;NULL;NULL;Y
6857;502614;40208;LABELS 603 - ARO SCO;19800.00000;;0.00;NULL;NULL;NULL;NULL;Y
6858;205784;61579;V BELT B 79 ( BANDO );4.00000;;0.00;NULL;NULL;NULL;NULL;Y
6859;700451;50534;MAJUN;400.00000;;0.00;NULL;NULL;NULL;NULL;Y
6862;400498;90373;ID CARD MERAH MUDA;500.00000;;0.00;NULL;NULL;NULL;NULL;Y
6863;502631;90871;ENVELOPE BROWN 312 LETTER HEAD;200.00000;;0.00;NULL;NULL;NULL;NULL;Y
6864;600169;90425;CHARGER LAPTOP ACER ASPIRE 4720Z;1.00000;;0.00;NULL;NULL;NULL;NULL;Y
6865;205712;60433;STARTER ASSY 897112-8651;1.00000;;0.00;NULL;NULL;NULL;NULL;Y
6866;205778;61412;TYRE & TUBE 650 - 10 X 10 PR JLUG BRIDGESTONE;4.00000;;0.00;NULL;NULL;NULL;NULL;Y
6867;502636;90909;TRIGONAL CLIPS;30.00000;;0.00;NULL;NULL;NULL;NULL;Y
6868;502613;90580;NULL;NULL;NULL;0.00;NULL;NULL;NULL;NULL;Y
6869;ILING FOLDER @ 50 PCS;300;;NULL;NULL;0.00;NULL;NULL;NULL;NULL;Y
6870;205738;02116;SLC FOR RECONDITION HOLE OF AXLE STEERING FORKLIFT ELECTRIC SUMITOMO;1.00000;;0.00;NULL;NULL;NULL;NULL;Y
6871;205727;02115;SL/C TOOLS FOR PENAMBAHAN KAMAR TIDUR DI STAFF HOUSE;1.00000;;0.00;NULL;NULL;NULL;NULL;Y
